"skierID","resortID","liftID","seasonID","dayID","time","latency","startTime","responseCode","requestMethod"
"93090","3","20","2022","1","269","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"77984","8","30","2022","1","12","1","Fri Mar 03 13:58:04 EST 2023","200","POST"
"60319","9","39","2022","1","143","0","Fri Mar 03 13:58:01 EST 2023","200","POST"
"57685","5","31","2022","1","289","0","Fri Mar 03 13:58:01 EST 2023","200","POST"
"76683","5","25","2022","1","184","3","Fri Mar 03 13:58:00 EST 2023","200","POST"
"20783","3","13","2022","1","55","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"63523","3","14","2022","1","7","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"75534","9","34","2022","1","171","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"50185","8","12","2022","1","165","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"4383","7","29","2022","1","249","1","Fri Mar 03 13:58:01 EST 2023","200","POST"
"24167","5","22","2022","1","133","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"81181","3","28","2022","1","262","1","Fri Mar 03 13:58:04 EST 2023","200","POST"
"32989","4","10","2022","1","73","1","Fri Mar 03 13:58:01 EST 2023","200","POST"
"86985","6","37","2022","1","244","1","Fri Mar 03 13:58:01 EST 2023","200","POST"
"34440","6","10","2022","1","292","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"84630","2","39","2022","1","353","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"86049","5","9","2022","1","240","1","Fri Mar 03 13:58:03 EST 2023","200","POST"
"68482","5","4","2022","1","152","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"74255","7","25","2022","1","33","0","Fri Mar 03 13:58:01 EST 2023","200","POST"
"74626","6","39","2022","1","69","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"84218","7","3","2022","1","53","1","Fri Mar 03 13:58:01 EST 2023","200","POST"
"1108","1","32","2022","1","101","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"46382","4","22","2022","1","128","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"63826","1","6","2022","1","183","1","Fri Mar 03 13:58:01 EST 2023","200","POST"
"5178","3","3","2022","1","313","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"21755","5","30","2022","1","289","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"57011","4","32","2022","1","231","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"4070","8","7","2022","1","209","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"46832","4","23","2022","1","119","0","Fri Mar 03 13:58:01 EST 2023","200","POST"
"52991","6","5","2022","1","116","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"31418","4","35","2022","1","79","1","Fri Mar 03 13:58:00 EST 2023","200","POST"
"33368","5","34","2022","1","218","0","Fri Mar 03 13:58:01 EST 2023","200","POST"
"27954","2","35","2022","1","268","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"14388","4","5","2022","1","121","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"89811","7","6","2022","1","141","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"96043","9","21","2022","1","323","1","Fri Mar 03 13:58:00 EST 2023","200","POST"
"16349","8","13","2022","1","203","2","Fri Mar 03 13:58:00 EST 2023","200","POST"
"3031","5","28","2022","1","209","1","Fri Mar 03 13:58:01 EST 2023","200","POST"
"99217","2","13","2022","1","357","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"16093","5","7","2022","1","119","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"25624","5","1","2022","1","222","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"37019","2","16","2022","1","148","0","Fri Mar 03 13:58:01 EST 2023","200","POST"
"18734","2","8","2022","1","323","1","Fri Mar 03 13:58:01 EST 2023","200","POST"
"82653","5","4","2022","1","193","1","Fri Mar 03 13:58:03 EST 2023","200","POST"
"42584","5","18","2022","1","167","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"49807","2","23","2022","1","347","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"90778","3","15","2022","1","175","0","Fri Mar 03 13:58:01 EST 2023","200","POST"
"84810","9","17","2022","1","347","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"86005","6","16","2022","1","155","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"9787","2","19","2022","1","98","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"23341","8","22","2022","1","241","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"54973","7","18","2022","1","136","1","Fri Mar 03 13:58:03 EST 2023","200","POST"
"46537","4","2","2022","1","99","1","Fri Mar 03 13:58:00 EST 2023","200","POST"
"4364","4","31","2022","1","200","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"9284","5","12","2022","1","185","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"53391","7","14","2022","1","261","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"18374","3","9","2022","1","300","2","Fri Mar 03 13:58:00 EST 2023","200","POST"
"72917","4","9","2022","1","343","1","Fri Mar 03 13:58:00 EST 2023","200","POST"
"10208","2","9","2022","1","91","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"93606","4","18","2022","1","85","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"38372","6","11","2022","1","128","2","Fri Mar 03 13:58:01 EST 2023","200","POST"
"77811","1","33","2022","1","65","2","Fri Mar 03 13:58:03 EST 2023","200","POST"
"8779","3","35","2022","1","297","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"28635","2","38","2022","1","248","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"39422","8","8","2022","1","184","1","Fri Mar 03 13:58:04 EST 2023","200","POST"
"44658","8","2","2022","1","111","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"98069","8","34","2022","1","258","1","Fri Mar 03 13:58:01 EST 2023","200","POST"
"69086","4","15","2022","1","39","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"48805","6","38","2022","1","64","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"4632","9","21","2022","1","255","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"30475","9","39","2022","1","135","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"35096","7","2","2022","1","121","0","Fri Mar 03 13:58:01 EST 2023","200","POST"
"81761","6","24","2022","1","173","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"92428","6","15","2022","1","345","1","Fri Mar 03 13:58:00 EST 2023","200","POST"
"18717","2","5","2022","1","306","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"12731","5","7","2022","1","9","0","Fri Mar 03 13:58:01 EST 2023","200","POST"
"94774","8","25","2022","1","310","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"45922","4","19","2022","1","284","1","Fri Mar 03 13:58:03 EST 2023","200","POST"
"49978","7","16","2022","1","229","1","Fri Mar 03 13:58:04 EST 2023","200","POST"
"47027","9","39","2022","1","143","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"86072","1","14","2022","1","78","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"7821","6","24","2022","1","35","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"71523","6","33","2022","1","279","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"10768","4","39","2022","1","251","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"99388","4","12","2022","1","322","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"81180","3","14","2022","1","165","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"85361","9","32","2022","1","190","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"46331","2","8","2022","1","184","1","Fri Mar 03 13:58:01 EST 2023","200","POST"
"33923","8","9","2022","1","135","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"4556","5","33","2022","1","47","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"62069","6","12","2022","1","22","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"73639","6","26","2022","1","254","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"13947","7","30","2022","1","11","2","Fri Mar 03 13:58:04 EST 2023","200","POST"
"99458","1","36","2022","1","261","0","Fri Mar 03 13:58:01 EST 2023","200","POST"
"24662","5","5","2022","1","337","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"40941","7","19","2022","1","254","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"88809","1","15","2022","1","128","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"86472","5","13","2022","1","144","2","Fri Mar 03 13:58:03 EST 2023","200","POST"
"91433","1","35","2022","1","276","1","Fri Mar 03 13:58:00 EST 2023","200","POST"
"8115","7","20","2022","1","148","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"52119","6","13","2022","1","179","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"23075","9","32","2022","1","73","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"91422","6","33","2022","1","21","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"59384","4","2","2022","1","334","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"71018","8","26","2022","1","344","1","Fri Mar 03 13:58:03 EST 2023","200","POST"
"9435","7","23","2022","1","68","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"17560","5","13","2022","1","262","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"2177","8","30","2022","1","176","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"39234","7","4","2022","1","204","0","Fri Mar 03 13:58:00 EST 2023","200","POST"
"27331","7","16","2022","1","96","0","Fri Mar 03 13:58:01 EST 2023","200","POST"
"87895","8","2","2022","1","299","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"90620","3","4","2022","1","7","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"81905","9","39","2022","1","148","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"38470","7","38","2022","1","15","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"2069","3","36","2022","1","168","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"83394","1","36","2022","1","155","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"18652","3","6","2022","1","351","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"6908","3","35","2022","1","107","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"22761","3","27","2022","1","322","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"29787","8","21","2022","1","27","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"78232","5","11","2022","1","96","1","Fri Mar 03 13:58:03 EST 2023","200","POST"
"37398","6","36","2022","1","327","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"78981","4","6","2022","1","2","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"94281","6","16","2022","1","223","1","Fri Mar 03 13:58:03 EST 2023","200","POST"
"52216","2","32","2022","1","271","0","Fri Mar 03 13:58:01 EST 2023","200","POST"
"99709","8","8","2022","1","122","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"3990","7","25","2022","1","81","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"20046","1","30","2022","1","47","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"4080","1","36","2022","1","1","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"30289","1","23","2022","1","170","1","Fri Mar 03 13:58:03 EST 2023","200","POST"
"17114","3","18","2022","1","225","1","Fri Mar 03 13:58:01 EST 2023","200","POST"
"98423","4","3","2022","1","310","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"27793","9","16","2022","1","220","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"48498","9","23","2022","1","243","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"20623","7","34","2022","1","11","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"82474","4","5","2022","1","229","0","Fri Mar 03 13:58:01 EST 2023","200","POST"
"21670","2","7","2022","1","129","1","Fri Mar 03 13:58:01 EST 2023","200","POST"
"96025","3","8","2022","1","74","0","Fri Mar 03 13:58:01 EST 2023","200","POST"
"68720","9","3","2022","1","72","1","Fri Mar 03 13:58:04 EST 2023","200","POST"
"32615","1","16","2022","1","277","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"23747","3","18","2022","1","46","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"60988","9","20","2022","1","164","1","Fri Mar 03 13:58:03 EST 2023","200","POST"
"46722","3","8","2022","1","174","1","Fri Mar 03 13:58:00 EST 2023","200","POST"
"26205","9","27","2022","1","205","1","Fri Mar 03 13:58:01 EST 2023","200","POST"
"7100","8","5","2022","1","67","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"76086","4","2","2022","1","121","1","Fri Mar 03 13:58:03 EST 2023","200","POST"
"8680","9","24","2022","1","306","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"73892","5","18","2022","1","28","0","Fri Mar 03 13:58:01 EST 2023","200","POST"
"92424","1","36","2022","1","121","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"53182","8","34","2022","1","168","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"80321","8","4","2022","1","128","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"60233","7","8","2022","1","48","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"6886","3","37","2022","1","151","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"52084","7","9","2022","1","95","0","Fri Mar 03 13:58:01 EST 2023","200","POST"
"68403","9","19","2022","1","333","1","Fri Mar 03 13:58:00 EST 2023","200","POST"
"38081","2","15","2022","1","28","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"1616","9","2","2022","1","88","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"11153","2","2","2022","1","312","1","Fri Mar 03 13:58:04 EST 2023","200","POST"
"94940","1","31","2022","1","225","1","Fri Mar 03 13:58:03 EST 2023","200","POST"
"61479","9","11","2022","1","353","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"62036","9","35","2022","1","338","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"51526","1","18","2022","1","25","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"81045","4","38","2022","1","23","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"48777","9","35","2022","1","54","1","Fri Mar 03 13:58:00 EST 2023","200","POST"
"34563","5","33","2022","1","105","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"97647","6","37","2022","1","182","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"59083","5","15","2022","1","154","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"59848","4","9","2022","1","350","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"41431","4","6","2022","1","197","1","Fri Mar 03 13:58:03 EST 2023","200","POST"
"53137","3","22","2022","1","87","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"90356","3","4","2022","1","20","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"16229","7","27","2022","1","147","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"36485","5","27","2022","1","31","0","Fri Mar 03 13:58:01 EST 2023","200","POST"
"74587","2","24","2022","1","8","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"72707","9","10","2022","1","317","1","Fri Mar 03 13:58:03 EST 2023","200","POST"
"54231","7","10","2022","1","321","1","Fri Mar 03 13:58:03 EST 2023","200","POST"
"85470","4","38","2022","1","157","1","Fri Mar 03 13:58:00 EST 2023","200","POST"
"49740","5","14","2022","1","303","2","Fri Mar 03 13:58:00 EST 2023","200","POST"
"91475","5","11","2022","1","312","0","Fri Mar 03 13:58:01 EST 2023","200","POST"
"45068","2","27","2022","1","203","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"42764","1","23","2022","1","131","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"23145","4","26","2022","1","27","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"34286","1","15","2022","1","16","0","Fri Mar 03 13:58:01 EST 2023","200","POST"
"86938","4","31","2022","1","209","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"64537","2","14","2022","1","43","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"15749","7","36","2022","1","170","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"78036","4","20","2022","1","71","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"20543","7","27","2022","1","342","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"12914","4","38","2022","1","57","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"69405","7","12","2022","1","163","1","Fri Mar 03 13:58:01 EST 2023","200","POST"
"20315","4","34","2022","1","161","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"54185","9","7","2022","1","92","1","Fri Mar 03 13:58:03 EST 2023","200","POST"
"18132","4","10","2022","1","313","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"30648","1","36","2022","1","93","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"16842","6","36","2022","1","215","1","Fri Mar 03 13:58:03 EST 2023","200","POST"
"91549","7","37","2022","1","124","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"8787","4","37","2022","1","132","0","Fri Mar 03 13:58:01 EST 2023","200","POST"
"23090","5","34","2022","1","321","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"88913","8","3","2022","1","221","0","Fri Mar 03 13:58:01 EST 2023","200","POST"
"27938","2","11","2022","1","72","1","Fri Mar 03 13:58:03 EST 2023","200","POST"
"6834","4","21","2022","1","34","1","Fri Mar 03 13:58:01 EST 2023","200","POST"
"56719","8","25","2022","1","96","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"79521","9","3","2022","1","127","1","Fri Mar 03 13:58:04 EST 2023","200","POST"
"51231","1","24","2022","1","227","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"26083","1","12","2022","1","160","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"27147","9","21","2022","1","50","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"74824","2","14","2022","1","191","1","Fri Mar 03 13:58:01 EST 2023","200","POST"
"61177","3","12","2022","1","352","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"6273","8","1","2022","1","60","2","Fri Mar 03 13:58:02 EST 2023","200","POST"
"37570","6","7","2022","1","196","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"6976","3","15","2022","1","105","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"30989","9","37","2022","1","313","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"44927","3","11","2022","1","175","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"96091","7","34","2022","1","80","1","Fri Mar 03 13:58:01 EST 2023","200","POST"
"11433","6","7","2022","1","337","1","Fri Mar 03 13:58:04 EST 2023","200","POST"
"1798","9","16","2022","1","254","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"25017","8","29","2022","1","200","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"81162","2","27","2022","1","73","1","Fri Mar 03 13:58:01 EST 2023","200","POST"
"25951","9","23","2022","1","142","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"22822","4","8","2022","1","275","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"28195","1","9","2022","1","259","1","Fri Mar 03 13:58:03 EST 2023","200","POST"
"69765","7","14","2022","1","79","0","Fri Mar 03 13:58:01 EST 2023","200","POST"
"11244","1","4","2022","1","103","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"22342","9","7","2022","1","344","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"39954","6","17","2022","1","112","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"13718","5","3","2022","1","198","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"96164","4","25","2022","1","165","1","Fri Mar 03 13:58:01 EST 2023","200","POST"
"87758","3","8","2022","1","295","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"98300","9","39","2022","1","301","1","Fri Mar 03 13:58:01 EST 2023","200","POST"
"59739","3","15","2022","1","124","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"59959","6","6","2022","1","132","1","Fri Mar 03 13:58:03 EST 2023","200","POST"
"13027","7","28","2022","1","235","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"41217","5","19","2022","1","125","1","Fri Mar 03 13:58:00 EST 2023","200","POST"
"86246","9","34","2022","1","310","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"72237","9","32","2022","1","270","1","Fri Mar 03 13:58:01 EST 2023","200","POST"
"32175","6","6","2022","1","56","1","Fri Mar 03 13:58:04 EST 2023","200","POST"
"16919","7","14","2022","1","148","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"63146","5","32","2022","1","242","1","Fri Mar 03 13:58:01 EST 2023","200","POST"
"91576","4","39","2022","1","11","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"24853","4","15","2022","1","16","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"69693","3","21","2022","1","161","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"81335","4","7","2022","1","226","1","Fri Mar 03 13:58:01 EST 2023","200","POST"
"25686","7","27","2022","1","347","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"98325","9","2","2022","1","344","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"12671","6","1","2022","1","4","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"91627","3","7","2022","1","155","0","Fri Mar 03 13:58:01 EST 2023","200","POST"
"30047","8","27","2022","1","323","1","Fri Mar 03 13:58:03 EST 2023","200","POST"
"2277","2","19","2022","1","332","1","Fri Mar 03 13:58:03 EST 2023","200","POST"
"47560","5","22","2022","1","61","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"9900","7","5","2022","1","244","2","Fri Mar 03 13:58:00 EST 2023","200","POST"
"29012","7","33","2022","1","76","1","Fri Mar 03 13:58:03 EST 2023","200","POST"
"32062","4","37","2022","1","194","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"66911","5","39","2022","1","210","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"40695","3","18","2022","1","148","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"94686","6","37","2022","1","9","0","Fri Mar 03 13:58:04 EST 2023","200","POST"
"86784","5","31","2022","1","99","2","Fri Mar 03 13:58:00 EST 2023","200","POST"
"92424","5","13","2022","1","122","1","Fri Mar 03 13:58:01 EST 2023","200","POST"
"73583","4","13","2022","1","64","1","Fri Mar 03 13:58:03 EST 2023","200","POST"
"25458","4","35","2022","1","97","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"26262","1","27","2022","1","241","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"51504","2","6","2022","1","146","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"19486","5","32","2022","1","134","1","Fri Mar 03 13:58:00 EST 2023","200","POST"
"49304","3","33","2022","1","265","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"58955","3","33","2022","1","40","2","Fri Mar 03 13:58:03 EST 2023","200","POST"
"15746","6","2","2022","1","202","0","Fri Mar 03 13:58:01 EST 2023","200","POST"
"90728","8","21","2022","1","60","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"85686","4","4","2022","1","83","1","Fri Mar 03 13:58:03 EST 2023","200","POST"
"51304","1","18","2022","1","352","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"64042","3","26","2022","1","103","0","Fri Mar 03 13:58:01 EST 2023","200","POST"
"71199","8","25","2022","1","102","1","Fri Mar 03 13:58:01 EST 2023","200","POST"
"16838","2","21","2022","1","240","1","Fri Mar 03 13:58:01 EST 2023","200","POST"
"75029","6","2","2022","1","63","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"46137","7","7","2022","1","277","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"14309","5","17","2022","1","132","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"44072","9","21","2022","1","152","1","Fri Mar 03 13:58:00 EST 2023","200","POST"
"26306","1","31","2022","1","334","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"70843","6","31","2022","1","122","1","Fri Mar 03 13:58:04 EST 2023","200","POST"
"83343","2","30","2022","1","338","0","Fri Mar 03 13:58:02 EST 2023","200","POST"
"84530","8","9","2022","1","296","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"94525","5","5","2022","1","98","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
"79969","5","2","2022","1","107","1","Fri Mar 03 13:58:02 EST 2023","200","POST"
"52984","6","11","2022","1","258","0","Fri Mar 03 13:58:01 EST 2023","200","POST"
"381","9","37","2022","1","146","0","Fri Mar 03 13:58:03 EST 2023","200","POST"
